"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"MAITHANALL","Maithan Alloys Limited","7(2)","Bhagwati Syndicate Pvt. Ltd.","Promoter Group","Equity Shares","430000","1.48",,"15756576","0","Buy","Equity Shares","16186576","55.6","31-Jan-2018","31-Jan-2018","16-Jan-2020","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","17-Jan-2020 14:03","https://archives.nseindia.com/corporate/xbrl/IT_1064195_204373_17012020020318_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","Danta Enterprises Private Limited","Promoter Group","Equity Shares","60368250","2.5",,"300000","835950000","Pledge Revoke","Equity Shares","60368250","2.5","13-Jan-2020","13-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","17-Jan-2020 12:05","https://archives.nseindia.com/corporate/xbrl/IT_1064192_204135_17012020120518_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","AI Global Investments (Cyprus) PCC Limited","Promoters","Equity Shares","9931957","19.82",,"27122180","6766983910","Buy","Equity Shares","37054137","73.94","15-Jan-2020","15-Jan-2020","16-Jan-2020","Market Purchase","-","-","0","0","0","0","BSE","-","16-Jan-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1064190_203933_16012020081651_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","Mr. Rashad Jain","Promoters","Equity Shares","32000","0.06",,"32000","7984000","Sell","Equity Shares","Nil","0","14-Jan-2020","14-Jan-2020","15-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","16-Jan-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1064190_203933_16012020081651_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","Mr. Rohan Jain","Promoters","Equity Shares","96000","0.19",,"96000","23952000","Sell","Equity Shares","Nil","0","14-Jan-2020","14-Jan-2020","15-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","16-Jan-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1064190_203933_16012020081651_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","Mrs. Surekha Jain","Promoters","Equity Shares","1884345","3.76",,"1884345","470144077","Sell","Equity Shares","Nil","0","15-Jan-2020","15-Jan-2020","15-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","16-Jan-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1064190_203933_16012020081651_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","Mr. Mohit Jain","Promoters","Equity Shares","853625","1.7",,"853625","212979437","Sell","Equity Shares","Nil","0","15-Jan-2020","15-Jan-2020","15-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","16-Jan-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1064190_203933_16012020081651_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","The Delhi Flour Mills Company Limited","Promoters","Equity Shares","16308380","32.55",,"16308380","4068940810","Sell","Equity Shares","Nil","0","15-Jan-2020","15-Jan-2020","15-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","16-Jan-2020 20:16","https://archives.nseindia.com/corporate/xbrl/IT_1064190_203933_16012020081651_WEB.xml"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","7(2)","Zuari Global Limited","Promoters","Equity Shares","59015360","14.18",,"3900000","616980000","Pledge Revoke","Equity Shares","59015360","14.18","13-Jan-2020","13-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Jan-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1064187_203835_16012020062554_WEB.xml"
"ITC","ITC Limited","7(2)","KRISHNAN VENKATESWARAN","Employees/Designated Employees","Equity Shares","45000","0",,"45000","10818900","Sell","Equity Shares","Nil","0","30-Dec-2019","30-Dec-2019","01-Jan-2020","Market Sale","-","-","0","0","0","0","NSE","-","16-Jan-2020 17:43","https://archives.nseindia.com/corporate/xbrl/IT_1064185_203729_16012020054321_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","Danta Enterprises Private Limited","Promoter Group","Equity Shares","85599613","5.21",,"5000000","341000000","Pledge Revoke","Equity Shares","85599613","5.21","13-Jan-2020","13-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Jan-2020 16:49","https://archives.nseindia.com/corporate/xbrl/IT_1064183_203568_16012020044902_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajiv Mohan","Employees/Designated Employees","Equity Shares","109871","0.01",,"1736","1232560","Buy","Equity Shares","111607","0.01","31-Dec-2019","31-Dec-2019","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","16-Jan-2020 16:17","https://archives.nseindia.com/corporate/xbrl/IT_1064181_203505_16012020041719_WEB.xml"
"INFY","Infosys Limited","7(2)","Mohit Joshi","Employees/Designated Employees","Equity Shares","56224","0",,"13669","9369796","Sell","Equity Shares","42555","0","14-Jan-2020","14-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","16-Jan-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1064179_203465_16012020040904_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","18780823","0.44",,"1333","963759","Sell","Equity Shares","18779490","0.44","09-Jan-2020","09-Jan-2020","13-Jan-2020","Off Market","-","-","0","0","0","0","NA","-","16-Jan-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1064179_203465_16012020040904_WEB.xml"
"INFY","Infosys Limited","7(2)","Mohit Joshi","Employees/Designated Employees","Equity Shares","30050","0",,"26174","20178742","Buy","Equity Shares","56224","0","14-Jan-2020","14-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","16-Jan-2020 16:09","https://archives.nseindia.com/corporate/xbrl/IT_1064179_203465_16012020040904_WEB.xml"
"SONAMCLOCK","Sonam Clock Limited","7(2)","Jayesh C. Shah","Promoters","Convertible Debenture","12000","63.21",,"12000","450000","Buy","Convertible Debenture","24000","63.33","14-Jan-2020","14-Jan-2020","16-Jan-2020","Market Purchase","-","-","0","0","0","0","NSE","-","16-Jan-2020 15:59","https://archives.nseindia.com/corporate/xbrl/IT_1064177_203405_16012020035954_WEB.xml"
"MFSL","Max Financial Services Limited","7(2)","MAX VENTURES INVESTMENT HOLDINGS PRIVATE LIMITED","Promoter Group","Equity Shares","75883275","28.16",,"225000","114671250","Pledge","Equity Shares","75883275","28.16","13-Jan-2020","13-Jan-2020","15-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","16-Jan-2020 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1064175_203394_16012020035823_WEB.xml"
"DFMFOODS","DFM Foods Limited","7(2)","The Delhi Flour Mills Company Limited","Promoters","Equity Shares","16308380","32.55",,"12400000","3170060000","Pledge Revoke","Equity Shares","16308380","32.55","14-Jan-2020","14-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Jan-2020 15:39","https://archives.nseindia.com/corporate/xbrl/IT_1064173_203325_16012020033908_WEB.xml"
"AAVAS","Aavas Financiers Limited","7(2)","SURENDRA KUMAR SIHAG","Employees/Designated Employees","Equity Shares","36760","0.05",,"2000","4029260","Pledge","Equity Shares","36760","0.05","14-Jan-2020","14-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Jan-2020 15:31","https://archives.nseindia.com/corporate/xbrl/IT_1064171_203294_16012020033111_WEB.xml"
"JSWHL","JSW Holdings Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","822673","7.41",,"24250","54398813","Pledge Revoke","Equity Shares","822673","7.41","13-Jan-2020","13-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Jan-2020 11:40","https://archives.nseindia.com/corporate/xbrl/IT_1064169_202809_16012020114016_WEB.xml"
"PARAGMILK","Parag Milk Foods Limited","7(2)","Mr.Devendra P.Shah","Promoters","Equity Shares","15006400","18.08",,"1050000","163327500","Pledge Revoke","Equity Shares","15006400","18.08","14-Jan-2020","14-Jan-2020","16-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Jan-2020 10:31","https://archives.nseindia.com/corporate/xbrl/IT_1064167_202682_16012020103136_WEB.xml"
"RHFL","Reliance Home Finance Limited","7(2)","Reliance Infrastructure Consulting & Engineers Private Limited","Promoters","Equity Shares","22275633","4.59",,"5000000","11000000","Pledge Invoke","Equity Shares","17275633","3.56","15-Jan-2020","15-Jan-2020","15-Jan-2020","Invocation of pledge","-","-","0","0","0","0","NSE","-","15-Jan-2020 22:16","https://archives.nseindia.com/corporate/xbrl/IT_1064165_202637_15012020101635_WEB.xml"
"RHFL","Reliance Home Finance Limited","7(2)","Reliance Inceptum Private Limited","Promoters","Equity Shares","63262137","13.04",,"1000000","2600000","Pledge Invoke","Equity Shares","62262137","12.83","09-Jan-2020","09-Jan-2020","13-Jan-2020","Invocation of pledge","-","-","0","0","0","0","NSE","-","15-Jan-2020 21:51","https://archives.nseindia.com/corporate/xbrl/IT_1064162_202623_15012020095124_WEB.xml"
"RELINFRA","Reliance Infrastructure Limited","7(2)","Reliance Big Private Ltd","Promoters","Equity Shares","16800000","6.39",,"4000000","94000000","Pledge Invoke","Equity Shares","12800000","4.87","15-Jan-2020","15-Jan-2020","15-Jan-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","15-Jan-2020 21:24","https://archives.nseindia.com/corporate/xbrl/IT_1064160_202618_15012020092420_WEB.xml"
"RELINFRA","Reliance Infrastructure Limited","7(2)","Reliance Project Ventures and Management Private Limited","Promoters","Equity Shares","55490932","21.1",,"1000000","26200000","Pledge Invoke","Equity Shares","54490932","20.72","09-Jan-2020","09-Jan-2020","13-Jan-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","15-Jan-2020 21:24","https://archives.nseindia.com/corporate/xbrl/IT_1064160_202618_15012020092420_WEB.xml"
"EDELWEISS","Edelweiss Financial Services Limited","7(2)","Ajeet Lodha","Employees/Designated Employees","Equity Shares","255000","0.03",,"160000","18744000","Pledge","Equity Shares","255000","0.03","09-Jan-2020","09-Jan-2020","13-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","15-Jan-2020 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1064158_202512_15012020072519_WEB.xml"
"EDELWEISS","Edelweiss Financial Services Limited","7(2)","Ajeet Lodha","Employees/Designated Employees","Equity Shares","255000","0.03",,"160000","18744000","Pledge Revoke","Equity Shares","255000","0.03","09-Jan-2020","09-Jan-2020","13-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","15-Jan-2020 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1064158_202512_15012020072519_WEB.xml"
"EDELWEISS","Edelweiss Financial Services Limited","7(2)","Riyaz Mushtaqueali Ladiwala","Employees/Designated Employees","Equity Shares","270000","0.03",,"270000","31630500","Pledge","Equity Shares","270000","0.03","09-Jan-2020","09-Jan-2020","13-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","15-Jan-2020 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1064158_202512_15012020072519_WEB.xml"
"EDELWEISS","Edelweiss Financial Services Limited","7(2)","Riyaz Mushtaqueali Ladiwala","Employees/Designated Employees","Equity Shares","270000","0.03",,"270000","31630500","Pledge Revoke","Equity Shares","270000","0.03","09-Jan-2020","09-Jan-2020","13-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","15-Jan-2020 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1064158_202512_15012020072519_WEB.xml"
"EDELWEISS","Edelweiss Financial Services Limited","7(2)","Kulbir Singh Rana","Employees/Designated Employees","Equity Shares","338455","0.04",,"38455","4505003","Pledge","Equity Shares","338455","0.04","09-Jan-2020","09-Jan-2020","13-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","15-Jan-2020 19:25","https://archives.nseindia.com/corporate/xbrl/IT_1064158_202512_15012020072519_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","187637898","18.4",,"2000000","348000000","Pledge Revoke","Equity Shares","187637898","18.4","14-Jan-2020","14-Jan-2020","15-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","15-Jan-2020 18:52","https://archives.nseindia.com/corporate/xbrl/IT_1064156_202470_15012020065205_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(2)","Future Capital Investment Private Limited","Promoters","Equity Shares","845212246","44",,"40774000","1034028640","Pledge Revoke","Equity Shares","845212246","44","13-Jan-2020","13-Jan-2020","14-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","15-Jan-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1064154_202284_15012020055012_WEB.xml"
"FCONSUMER","Future Consumer Limited","7(2)","Future Capital Investment Private Limited","Promoters","Equity Shares","845212246","44",,"40774000","1034028640","Pledge","Equity Shares","845212246","44","13-Jan-2020","13-Jan-2020","14-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","15-Jan-2020 17:50","https://archives.nseindia.com/corporate/xbrl/IT_1064154_202284_15012020055012_WEB.xml"
"SSWL","Steel Strips Wheels Limited","7(2)","SUNENA GARG","Promoters","Equity Shares","613643","3.93",,"6876","5236561","Buy","Equity Shares","620519","3.98","13-Jan-2020","14-Jan-2020","15-Jan-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","15-Jan-2020 16:48","https://archives.nseindia.com/corporate/xbrl/IT_1064152_202005_15012020044818_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","SWATI DAKALIA","Employees/Designated Employees","Equity Shares","345000","0.01",,"60000","2832000","Sell","Equity Shares","285000","0.01","31-Dec-2019","31-Dec-2019","13-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","15-Jan-2020 16:11","https://archives.nseindia.com/corporate/xbrl/IT_1064150_201868_15012020041123_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","SWATI DAKALIA","Employees/Designated Employees","Equity Shares","375000","0.02",,"30000","1437000","Sell","Equity Shares","345000","0.01","30-Dec-2019","30-Dec-2019","13-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","15-Jan-2020 16:11","https://archives.nseindia.com/corporate/xbrl/IT_1064150_201868_15012020041123_WEB.xml"
"POLYCAB","Polycab India Limited","7(2)","Sarangrajan Vishwanathan","Employees/Designated Employees","Equity Shares","1500","0",,"1500","1398000","Sell","Equity Shares","Nil","0","18-Nov-2019","19-Nov-2019","14-Jan-2020","Market Sale","-","-","0","0","0","0","NSE","-","15-Jan-2020 15:38","https://archives.nseindia.com/corporate/xbrl/IT_1064148_201766_15012020033816_WEB.xml"
"POLYCAB","Polycab India Limited","7(2)","SHASHI AMIN","Employees/Designated Employees","Equity Shares","8000","0",,"3000","2915340","Sell","Equity Shares","5000","0","30-Dec-2019","31-Dec-2019","15-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","15-Jan-2020 15:38","https://archives.nseindia.com/corporate/xbrl/IT_1064148_201766_15012020033816_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Ripujit Chaudhuri","Employees/Designated Employees","Equity Shares","Nil","0",,"25000","5351500","Buy","Equity Shares","25000","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","15-Jan-2020 09:47","https://archives.nseindia.com/corporate/xbrl/IT_1064145_200843_15012020094752_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","ANIL KUMAR SHARMA","Employees/Designated Employees","Equity Shares","500","0",,"13781","3320565","Buy","Equity Shares","14281","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","15-Jan-2020 09:47","https://archives.nseindia.com/corporate/xbrl/IT_1064145_200843_15012020094752_WEB.xml"
"RPOWER","Reliance Power Limited","7(2)","Reliance Infrastructure Limited","Promoters","Equity Shares","601598193","21.45",,"110000000","291500000","Pledge Invoke","Equity Shares","491598193","17.52","13-Jan-2020","13-Jan-2020","14-Jan-2020","Invocation of pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 20:42","https://archives.nseindia.com/corporate/xbrl/IT_1064143_200762_14012020084215_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Shashank Raodeo","Employees/Designated Employees","Equity Shares","36848","0",,"8283","4597065","Buy","Equity Shares","45131","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 20:17","https://archives.nseindia.com/corporate/xbrl/IT_1064141_200742_14012020081750_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Bishwanath Ghosh","Employees/Designated Employees","Equity Shares","11200","0",,"2282","1266510","Buy","Equity Shares","13482","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 20:17","https://archives.nseindia.com/corporate/xbrl/IT_1064141_200742_14012020081750_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Suman Mishra","Employees/Designated Employees","Equity Shares","12336","0",,"6168","3423240","Buy","Equity Shares","18504","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 20:17","https://archives.nseindia.com/corporate/xbrl/IT_1064141_200742_14012020081750_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","187637898","18.4",,"3500000","623175000","Pledge Revoke","Equity Shares","187637898","18.4","13-Jan-2020","13-Jan-2020","14-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1064139_200609_14012020071952_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","OPJ TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","187637898","18.4",,"2300000","400200000","Pledge Revoke","Equity Shares","187637898","18.4","14-Jan-2020","14-Jan-2020","14-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 19:19","https://archives.nseindia.com/corporate/xbrl/IT_1064139_200609_14012020071952_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","Diwakar Viniyog Private Limited","Promoter Group","Equity Shares","49533849","10.91",,"100000","30305000","Pledge","Equity Shares","49533849","10.91","08-Jan-2020","08-Jan-2020","10-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-Jan-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1064137_200499_14012020064257_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Bhanu Vyapaar Private Limited","Promoter Group","Equity Shares","43765902","9.64",,"700000","212135000","Pledge Revoke","Equity Shares","43765902","9.64","08-Jan-2020","08-Jan-2020","10-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1064137_200499_14012020064257_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","M/s Bhanu Vyapaar Private Limited","Promoter Group","Equity Shares","43765902","9.64",,"350000","106190000","Pledge Revoke","Equity Shares","43765902","9.64","09-Jan-2020","09-Jan-2020","10-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1064137_200499_14012020064257_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","Diwakar Viniyog Private Limited","Promoter Group","Equity Shares","49533849","10.91",,"6200000","1881080000","Pledge Revoke","Equity Shares","49533849","10.91","10-Jan-2020","10-Jan-2020","13-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1064137_200499_14012020064257_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","TMT VINIYOGAN LIMITED","Promoter Group","Equity Shares","3033160","0.67",,"200000","60680000","Pledge Revoke","Equity Shares","3033160","0.67","10-Jan-2020","10-Jan-2020","13-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 18:42","https://archives.nseindia.com/corporate/xbrl/IT_1064137_200499_14012020064257_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Sudhakar Shanbhag","Employees/Designated Employees","Equity Shares","162658","0.01",,"368","391863","Buy","Equity Shares","163026","0.01","31-Dec-2019","31-Dec-2019","10-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 18:02","https://archives.nseindia.com/corporate/xbrl/IT_1064135_200252_14012020060208_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","KRISHNHA SHESHAN","Employees/Designated Employees","Equity Shares","71280","0.02",,"3000","829350","Pledge","Equity Shares","71280","0.02","29-Oct-2019","29-Oct-2019","14-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-Jan-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1064134_200198_14012020055515_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","ANDREW GRACIAS","Employees/Designated Employees","Equity Shares","936150","0.18",,"20000","2400000","Buy","Equity Shares","956150","0.19","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1064134_200198_14012020055515_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","KRISHNHA SHESHAN","Employees/Designated Employees","Equity Shares","71280","0.02",,"1000","309600","Pledge","Equity Shares","71280","0.02","29-Oct-2019","29-Oct-2019","14-Jan-2020","Pledge Creation","-","-","0","0","0","0","NA","-","14-Jan-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1064134_200198_14012020055515_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","PAROOL SETH","Employees/Designated Employees","Equity Shares","291720","0.07",,"29715","10251675","Pledge Revoke","Equity Shares","291720","0.07","07-Jan-2020","07-Jan-2020","13-Jan-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1064134_200198_14012020055515_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","VISHWAVIR AHUJA","Key Managerial Personnel","Equity Shares","10077900","1.98",,"25000","3000000","Buy","Equity Shares","10102900","1.99","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1064134_200198_14012020055515_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Amitava Saha","Employees/Designated Employees","Equity Shares","Nil","0",,"13500","3829680","Buy","Equity Shares","13500","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1064132_200120_14012020054251_WEB.xml"
"BIOCON","Biocon Limited","7(2)","Krishnasai Tanneeru","Employees/Designated Employees","Equity Shares","30500","0",,"3500","992880","Buy","Equity Shares","34000","0","13-Jan-2020","13-Jan-2020","14-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1064132_200120_14012020054251_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Mukund Seetharaman","Employees/Designated Employees","Equity Shares","51744","0",,"6400","1611200","Buy","Equity Shares","58144","0","10-Jan-2020","10-Jan-2020","10-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 17:10","https://archives.nseindia.com/corporate/xbrl/IT_1064130_199892_14012020051014_WEB.xml"
"VIKASECO","Vikas EcoTech Limited","7(2)","VIKAS MULTICORP LIMITED","Promoters","Equity Shares","37033057","13.23",,"22410","79439","Pledge Invoke","Equity Shares","37010647","13.22","23-Aug-2019","23-Aug-2019","10-Dec-2019","Invocation of pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1064128_199271_14012020034409_WEB.xml"
"VIKASECO","Vikas EcoTech Limited","7(2)","VIKAS MULTICORP LIMITED","Promoters","Equity Shares","37533057","13.41",,"500000","2473711","Pledge Invoke","Equity Shares","37033057","13.23","29-Jul-2019","29-Jul-2019","10-Dec-2019","Invocation of pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1064128_199271_14012020034409_WEB.xml"
"VIKASECO","Vikas EcoTech Limited","7(2)","VIKAS MULTICORP LIMITED","Promoters","Equity Shares","38166140","13.64",,"393083","2203014","Pledge Invoke","Equity Shares","37773057","13.5","09-Jul-2019","09-Jul-2019","10-Dec-2019","Invocation of pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1064128_199271_14012020034409_WEB.xml"
"VIKASECO","Vikas EcoTech Limited","7(2)","VIKAS MULTICORP LIMITED","Promoters","Equity Shares","37773057","13.5",,"240000","1179613","Pledge Invoke","Equity Shares","37533057","13.41","23-Jul-2019","23-Jul-2019","10-Dec-2019","Invocation of pledge","-","-","0","0","0","0","NA","-","14-Jan-2020 15:44","https://archives.nseindia.com/corporate/xbrl/IT_1064128_199271_14012020034409_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Mahindra & Mahindra Employees' Stock Option Trust","Other","Equity Shares","50575807","4.07",,"116439","410790","Sell","Equity Shares","50459368","4.06","13-Jan-2020","13-Jan-2020","13-Jan-2020","ESOP","-","-","0","0","0","0","NA","-","14-Jan-2020 14:34","https://archives.nseindia.com/corporate/xbrl/IT_1064124_198940_14012020023441_WEB.xml"
"TEAMLEASE","Teamlease Services Limited","7(2)","SUDEEP KUMAR SEN","Employees/Designated Employees","Equity Shares","1400","0.01",,"500","1225000","Sell","Equity Shares","900","0.01","30-Dec-2019","31-Dec-2019","13-Jan-2020","Market Sale","-","-","0","0","0","0","BSE","-","14-Jan-2020 14:30","https://archives.nseindia.com/corporate/xbrl/IT_1064123_198912_14012020023004_WEB.xml"
"TEAMLEASE","Teamlease Services Limited","7(2)","SUDEEP KUMAR SEN","Employees/Designated Employees","Equity Shares","1585","0.01",,"185","425500","Sell","Equity Shares","1400","0.01","09-Dec-2019","13-Dec-2019","18-Dec-2019","Market Sale","-","-","0","0","0","0","BSE","-","14-Jan-2020 14:30","https://archives.nseindia.com/corporate/xbrl/IT_1064123_198912_14012020023004_WEB.xml"
