"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"HDFC","Housing Development Finance Corporation Limited","7(2)","MISTRY K M","Director","Equity Shares","621188","0.04",,"10000","24397800","Sell","Equity Shares","611188","0.04","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","RAKHI GARG","Employees/Designated Employees","Equity Shares","7210","0",,"500","1217500","Sell","Equity Shares","6710","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","KRISHNA AMITABH","Employees/Designated Employees","Equity Shares","20760","0",,"9460","22893200","Sell","Equity Shares","11300","0","06-Feb-2020","06-Feb-2020","09-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","JOSEPH MATHEW","Employees/Designated Employees","Equity Shares","251250","0.01",,"2000","4880000","Sell","Equity Shares","249250","0.01","06-Feb-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","BHADSAVALE SURAJ","Employees/Designated Employees","Equity Shares","4455","0",,"2925","2967851","Buy","Equity Shares","7380","0","06-Feb-2020","06-Feb-2020","07-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","CHAUDHARI S K","Employees/Designated Employees","Equity Shares","167850","0.01",,"40000","40586000","Buy","Equity Shares","207850","0.01","06-Feb-2020","06-Feb-2020","07-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","PARKHI VINAYAK P","Employees/Designated Employees","Equity Shares","34590","0",,"20000","20293000","Buy","Equity Shares","54590","0","06-Feb-2020","06-Feb-2020","07-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","BHADSAVALE SURAJ","Employees/Designated Employees","Equity Shares","4205","0",,"250","253663","Buy","Equity Shares","4455","0","06-Feb-2020","06-Feb-2020","07-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"HDFC","Housing Development Finance Corporation Limited","7(2)","GUPTA DIPTA BHANU","Employees/Designated Employees","Equity Shares","192200","0.01",,"10000","10146500","Buy","Equity Shares","202200","0.01","06-Feb-2020","06-Feb-2020","07-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065175_217648_10022020072354_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Ravi Shekhar Agrawal","Employees/Designated Employees","Equity Shares","29221","0.1",,"1630","3929125","Sell","Equity Shares","27591","0.1","27-Jan-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065174_217645_10022020072343_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Sudhir Gupta","Employees/Designated Employees","Equity Shares","26791","0.09",,"650","1558050","Sell","Equity Shares","26141","0.09","04-Feb-2020","04-Feb-2020","06-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:23","https://archives.nseindia.com/corporate/xbrl/IT_1065174_217645_10022020072343_WEB.xml"
"ITC","ITC Limited","7(2)","H.N. RAMA PRASAD","Employees/Designated Employees","Equity Shares","309720","0",,"10346","2224390","Sell","Equity Shares","299374","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1065171_217628_10022020070545_WEB.xml"
"ITC","ITC Limited","7(2)","H.N. RAMA PRASAD","Employees/Designated Employees","Equity Shares","349720","0",,"20000","4300000","Sell","Equity Shares","329720","0","04-Feb-2020","04-Feb-2020","06-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1065171_217628_10022020070545_WEB.xml"
"ITC","ITC Limited","7(2)","H.N. RAMA PRASAD","Employees/Designated Employees","Equity Shares","329720","0",,"20000","4340000","Sell","Equity Shares","309720","0","05-Feb-2020","05-Feb-2020","06-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1065171_217628_10022020070545_WEB.xml"
"ITC","ITC Limited","7(2)","H.N. RAMA PRASAD","Employees/Designated Employees","Equity Shares","299374","0",,"10000","2140858","Sell","Equity Shares","289374","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","BSE","-","10-Feb-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1065171_217628_10022020070545_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Kailash Kulkarni","Employees/Designated Employees","Equity Shares","459000","0.02",,"35000","4140500","Pledge","Equity Shares","459000","0.02","06-Feb-2020","06-Feb-2020","07-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Feb-2020 19:05","https://archives.nseindia.com/corporate/xbrl/IT_1065170_217627_10022020070545_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Lokesh Dagdi","Employees/Designated Employees","Equity Shares","10197","0",,"3800","3990000","Sell","Equity Shares","6397","0","29-Jan-2020","29-Jan-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:03","https://archives.nseindia.com/corporate/xbrl/IT_1065167_217622_10022020070310_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Lokesh Dagdi","Employees/Designated Employees","Equity Shares","10397","0",,"200","167180","Sell","Equity Shares","10197","0","09-Jan-2020","09-Jan-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 19:03","https://archives.nseindia.com/corporate/xbrl/IT_1065167_217622_10022020070310_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(3)","NAMOKAR MINING INDUSTRIES LLP","-","Equity Shares","488282","0.16",,"12433","14032331","Sell","Equity Shares","475849","0.15","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:48","https://archives.nseindia.com/corporate/xbrl/IT_1065165_217607_10022020064824_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","Manoj Tibrewal","Employees/Designated Employees","Equity Shares","1372220","0.45",,"5000","5657701","Sell","Equity Shares","1367220","0.45","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1065163_217589_10022020064052_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(3)","SHEBA CHAVALI","-","Equity Shares","1041","0",,"1000","1281139","Sell","Equity Shares","41","0","05-Feb-2020","05-Feb-2020","06-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:31","https://archives.nseindia.com/corporate/xbrl/IT_1065161_217579_10022020063127_WEB.xml"
"GTPL","GTPL Hathway Limited","7(2)","Kanaksinh Bhurubha Rana","Promoters","Equity Shares","4685000","4.17",,"562316","42229932","Pledge Revoke","Equity Shares","4685000","4.17","04-Feb-2020","04-Feb-2020","06-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Feb-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1065160_217574_10022020062959_WEB.xml"
"SPANDANA","Spandana Sphoorty Financial Limited","7(2)","Spiracca Ventures LLP Designated Partner Mr. Deepak C Vaidya","Other","Equity Shares","29500","0.05",,"500","536170","Buy","Equity Shares","30000","0.05","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","BSE","-","10-Feb-2020 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1065158_217562_10022020061316_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","46592","0.29",,"1684","117038","Buy","Equity Shares","48276","0.3","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","46012","0.29",,"580","40294","Buy","Equity Shares","46592","0.29","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","45012","0.28",,"1000","69435","Buy","Equity Shares","46012","0.29","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","43250","0.27",,"1762","121537","Buy","Equity Shares","45012","0.28","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","42776","0.27",,"474","32625","Buy","Equity Shares","43250","0.27","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","41776","0.26",,"1000","68453","Buy","Equity Shares","42776","0.27","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","40776","0.25",,"1000","69060","Buy","Equity Shares","41776","0.26","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"ONWARDTEC","Onward Technologies Limited","7(2)","Sweta Pranay Vakil","Immediate relative","Equity Shares","38776","0.24",,"2000","136585","Buy","Equity Shares","40776","0.25","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:10","https://archives.nseindia.com/corporate/xbrl/IT_1065157_217559_10022020061049_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","RAMASWAMY MEYYAPPAN","Employees/Designated Employees","Equity Shares","19000","0",,"1000","1252000","Sell","Equity Shares","18000","0","03-Feb-2020","03-Feb-2020","06-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065155_217555_10022020060829_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","RAMASWAMY MEYYAPPAN","Employees/Designated Employees","Equity Shares","18000","0",,"145","184658","Sell","Equity Shares","17855","0","05-Feb-2020","05-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065155_217555_10022020060829_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","RAMASWAMY MEYYAPPAN","Employees/Designated Employees","Equity Shares","17855","0",,"1355","1763709","Sell","Equity Shares","16500","0","06-Feb-2020","06-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065155_217555_10022020060829_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","GAURAV KAPUR","Employees/Designated Employees","Equity Shares","1615","0",,"1100","1467675","Pledge Revoke","Equity Shares","1615","0","06-Feb-2020","06-Feb-2020","10-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065155_217555_10022020060829_WEB.xml"
"INDUSINDBK","Indusind Bank Limited","7(2)","GAURAV KAPUR","Employees/Designated Employees","Equity Shares","1615","0",,"1100","1434400","Pledge","Equity Shares","1615","0","10-Feb-2020","10-Feb-2020","10-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065155_217555_10022020060829_WEB.xml"
"DABUR","Dabur India Limited","7(2)","Rehan Hasan","Employees/Designated Employees","Equity Shares","38100","0",,"1900","977455","Sell","Equity Shares","36200","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065154_217551_10022020060811_WEB.xml"
"DABUR","Dabur India Limited","7(2)","Rehan Hasan","Employees/Designated Employees","Equity Shares","40000","0",,"1900","978500","Sell","Equity Shares","38100","0","06-Feb-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1065154_217551_10022020060811_WEB.xml"
"HSIL","HSIL Limited","7(2)","Somany Impresa Limited (formerly Paco Exports Limited)","Promoters","Equity Shares","29595000","40.93",,"802920","40317694","Buy","Equity Shares","30397920","42.04","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1065153_217547_10022020060736_WEB.xml"
"PERSISTENT","Persistent Systems Limited","7(3)","Rama Purushottam Foundation","-","Equity Shares","500000","0.65",,"1396","993257","Sell","Equity Shares","498604","0.65","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:55","https://archives.nseindia.com/corporate/xbrl/IT_1065148_217527_10022020055527_WEB.xml"
"IIFLWAM","Iifl Wealth Management Limited","7(2)","KUSHAL ANIL MEHTA","Employees/Designated Employees","Equity Shares","4358","0.01",,"2358","3410295","Sell","Equity Shares","2000","0","07-Feb-2020","10-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1065146_217524_10022020055245_WEB.xml"
"JSWENERGY","JSW Energy Limited","7(2)","GLEBE TRADING PRIVATE LIMITED","Promoter Group","Equity Shares","145332820","8.85",,"3600000","222840000","Pledge Revoke","Equity Shares","145332820","8.85","05-Feb-2020","05-Feb-2020","06-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Feb-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1065145_217522_10022020055204_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(3)","ANITA PAI","-","Equity Shares","146700","0",,"2700","1466470","Sell","Equity Shares","144000","0","05-Feb-2020","06-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1065143_217518_10022020054940_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(3)","ANITA PAI","-","Equity Shares","92900","0",,"1200","1121855","Sell","Equity Shares","91700","0","13-Dec-2019","13-Dec-2019","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1065143_217518_10022020054940_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(3)","ANITA PAI","-","Equity Shares","91700","0",,"55000","17767182","Buy","Equity Shares","146700","0","08-Jan-2020","03-Feb-2020","10-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1065143_217518_10022020054940_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Kailash Kulkarni","Employees/Designated Employees","Equity Shares","459000","0.02",,"35000","4148900","Sell","Equity Shares","424000","0.02","06-Feb-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Gauresh Rajadhyaksha","Employees/Designated Employees","Equity Shares","86500","0",,"2000","261500","Sell","Equity Shares","84500","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Gauresh Rajadhyaksha","Employees/Designated Employees","Equity Shares","91500","0",,"5000","637500","Sell","Equity Shares","86500","0","06-Feb-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Gauresh Rajadhyaksha","Employees/Designated Employees","Equity Shares","95500","0",,"4000","480200","Sell","Equity Shares","91500","0","28-Jan-2020","28-Jan-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Kedar Prabhudesai","Employees/Designated Employees","Equity Shares","132001","0.01",,"132001","17285531","Sell","Equity Shares","Nil","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SUDEEP BANERJEE","Employees/Designated Employees","Equity Shares","90000","0",,"10000","1316000","Sell","Equity Shares","80000","0","07-Feb-2020","07-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","SUDEEP BANERJEE","Employees/Designated Employees","Equity Shares","100000","0.01",,"10000","1184500","Sell","Equity Shares","90000","0","05-Feb-2020","05-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1065142_217516_10022020054819_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","MANOJ BHAT","Employees/Designated Employees","Equity Shares","45122","0",,"25000","20508033","Sell","Equity Shares","20122","0","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1065140_217507_10022020054251_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","MILIND KULKARNI","Employees/Designated Employees","Equity Shares","30186","0",,"6500","5356000","Sell","Equity Shares","23686","0","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1065140_217507_10022020054251_WEB.xml"
"JINDALSTEL","Jindal Steel & Power Limited","7(2)","Danta Enterprises Private Ltd","Promoter Group","Equity Shares","62238816","6.1",,"2000000","395500000","Pledge","Equity Shares","62238816","6.1","06-Feb-2020","06-Feb-2020","07-Feb-2020","Pledge Creation","-","-","0","0","0","0","NA","-","10-Feb-2020 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1065137_217501_10022020053825_WEB.xml"
"KRBL","KRBL Limited","7(2)","ANIL MITTAL FAMILY TRUST, TH. ITS TRUSTEE ANIL KUMAR MITTAL","Promoter Group","Equity Shares","42899996","18.22",,"21000","5937570","Buy","Equity Shares","42920996","18.23","07-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1065135_217494_10022020053447_WEB.xml"
"KRBL","KRBL Limited","7(2)","ARUN KUMAR GUPTA FAMILY TRUST, TH. ITS TRUSTEE ARUN KUMAR GUPTA","Promoter Group","Equity Shares","41647847","17.69",,"21000","5938750","Buy","Equity Shares","41668847","17.7","07-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1065135_217494_10022020053447_WEB.xml"
"KRBL","KRBL Limited","7(2)","BINITA GUPTA FAMILY TRUST, TH. ITS TRUSTEE ANOOP KUMAR GUPTA","Promoter Group","Equity Shares","354132","0.15",,"21000","5936930","Buy","Equity Shares","375132","0.16","07-Feb-2020","10-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1065135_217494_10022020053447_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Dinanath Dubhashi","Director","Equity Shares","636087","0.03",,"100000","11862000","Sell","Equity Shares","536087","0.03","05-Feb-2020","05-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1065133_217490_10022020053120_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Dinanath Dubhashi","Director","Equity Shares","536087","0.03",,"50000","6396500","Sell","Equity Shares","486087","0.02","06-Feb-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1065133_217490_10022020053120_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Dinanath Dubhashi","Director","Equity Shares","486087","0.02",,"25000","3221750","Sell","Equity Shares","461087","0.02","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1065133_217490_10022020053120_WEB.xml"
"L&TFH","L&T Finance Holdings Limited","7(2)","Dinanath Dubhashi","Director","Equity Shares","461087","0.02",,"25000","3223000","Sell","Equity Shares","436087","0.02","10-Feb-2020","10-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:31","https://archives.nseindia.com/corporate/xbrl/IT_1065133_217490_10022020053120_WEB.xml"
"JUBLFOOD","Jubilant Foodworks Limited","7(2)","JUBILANT CONSUMER PRIVATE LIMITED","Promoters","Equity Shares","55346483","41.94",,"350000","665752500","Pledge Revoke","Equity Shares","55346483","41.94","07-Feb-2020","07-Feb-2020","10-Feb-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","10-Feb-2020 17:30","https://archives.nseindia.com/corporate/xbrl/IT_1065132_217486_10022020053044_WEB.xml"
"SSWL","Steel Strips Wheels Limited","7(2)","SUNENA GARG","Promoters","Equity Shares","639085","4.09",,"15751","11837512","Buy","Equity Shares","654836","4.2","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","10-Feb-2020 17:28","https://archives.nseindia.com/corporate/xbrl/IT_1065129_217481_10022020052819_WEB.xml"
"PEL","Piramal Enterprises Limited","7(2)","Kuttikrishnan P.P","Employees/Designated Employees","Equity Shares","8024","0",,"3000","4802130","Sell","Equity Shares","5024","0","07-Feb-2020","07-Feb-2020","10-Feb-2020","Market Sale","-","-","0","0","0","0","NA","-","10-Feb-2020 17:25","https://archives.nseindia.com/corporate/xbrl/IT_1065127_217477_10022020052542_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES EMPLOYEES WELFARE TRUST","Other","Equity Shares","5383973","1.96",,"1200","53952","Sell","Equity Shares","5382773","1.96","06-Feb-2020","06-Feb-2020","07-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 17:19","https://archives.nseindia.com/corporate/xbrl/IT_1065125_217470_10022020051956_WEB.xml"
"QUESS","Quess Corp Limited","7(2)","VAKA NAGINI RAO","Employees/Designated Employees","Equity Shares","21710","0.01",,"2000","1228299","Sell","Equity Shares","19710","0.01","05-Feb-2020","06-Feb-2020","07-Feb-2020","Market Sale","-","-","0","0","0","0","NSE","-","10-Feb-2020 17:14","https://archives.nseindia.com/corporate/xbrl/IT_1065123_217459_10022020051441_WEB.xml"
"MAHLOG","Mahindra Logistics Limited","7(2)","Vibhu Manya","Employees/Designated Employees","Equity Shares","Nil","0",,"10707","107070","Buy","Equity Shares","10707","0.01","04-Feb-2020","04-Feb-2020","06-Feb-2020","ESOP","-","-","0","0","0","0","NA","-","10-Feb-2020 17:09","https://archives.nseindia.com/corporate/xbrl/IT_1065121_217453_10022020050905_WEB.xml"
